sqft_living,sqft_lot,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated
2650,11455,0,0,3,1400,1250,1961,2004
1990,3990,0,0,5,1130,860,1912,0
2660,8737,0,4,5,1470,1190,1969,0
4060,9734,0,4,3,2150,1910,1977,2004
2300,23345,0,0,5,1170,1130,1967,0
2630,16411,0,0,4,1650,980,1974,0
770,8149,0,0,5,770,0,1948,1985
3790,10669,0,0,3,3790,0,1999,0
2540,7210,0,0,4,1600,940,1979,0
2500,8500,0,0,4,1600,900,1978,2000
2150,7303,0,0,3,2150,0,2005,0
1670,9600,0,0,5,1670,0,1961,0
1800,12669,0,0,3,1800,0,1956,1990
2070,12708,0,0,3,2070,0,1996,0
830,2820,0,0,4,830,0,1920,0
2370,9619,0,0,4,1650,720,1973,0
1010,5400,0,0,3,1010,0,1959,1989
1420,4500,0,0,3,1420,0,1959,1989
2120,8701,0,0,4,2120,0,1960,2001
2020,7029,0,0,4,1430,590,1979,0
1520,2208,0,0,3,1040,480,2007,0
820,6250,0,0,4,820,0,1922,0
1690,1553,0,0,3,1690,0,2007,0
2260,11305,0,0,3,1130,1130,1986,0
1830,7897,0,0,4,1290,540,1986,0
1350,11150,0,0,3,1110,240,1995,0
3280,4000,0,0,3,2440,840,2003,0
2770,45514,0,0,4,2770,0,1989,0
2770,8642,0,0,4,2770,0,1987,0
2460,5091,0,0,3,2460,0,2003,0
4720,32467,0,2,3,3190,1530,1998,2006
1250,8100,0,0,4,1250,0,1947,1988
1710,7225,0,0,4,1710,0,1988,0
1840,5101,0,0,5,1040,800,1952,1998
2000,5962,0,0,3,2000,0,1999,0
650,15364,0,0,4,650,0,1967,0
1020,9072,0,0,3,920,100,1930,1997
1500,18540,0,0,3,1500,0,1950,2005
2060,4399,0,0,3,2060,0,2007,0
1810,29308,0,0,3,950,860,1983,2009
3810,28176,0,4,5,3810,0,1969,0
1650,4000,0,0,4,950,700,1947,1988
1540,704,0,0,3,1540,0,2011,0
2080,5244,0,0,3,1190,890,1959,1989
2430,5500,0,0,3,1810,620,1989,0
1750,10284,0,0,4,1750,0,1943,0
1770,33224,0,0,4,1770,0,1968,0
1710,2300,0,0,3,1570,140,2005,0
2740,88426,0,0,3,2740,0,1991,0
2730,17240,0,0,5,1660,1070,1958,0
2437,5136,0,0,3,2437,0,2011,0
3290,6203,0,0,3,3290,0,2008,0
2910,5260,0,0,3,2910,0,2012,1912
1630,7599,0,0,3,1630,0,2006,0
4410,5104,0,0,3,3400,1010,2006,0
1780,1487,0,0,3,1600,180,2006,0
1540,1487,0,0,3,1540,0,2011,0
1420,1189,0,0,3,1420,0,2006,0
2680,9750,0,0,4,1610,1070,1979,0
1750,9750,0,0,3,1350,400,1961,2004
2170,4912,0,0,3,2170,0,2003,0
2390,9966,0,0,5,1360,1030,1977,0
2400,5350,0,0,4,1460,940,1929,0
1690,4250,0,0,3,1020,670,1967,2011
3250,6000,0,0,3,2500,750,2001,0
4610,40202,0,0,4,2500,2110,1980,0
2440,15349,0,1,4,2440,0,1957,2001
1290,3870,0,0,5,1290,0,1916,0
2000,4676,0,0,3,1250,750,1916,1986
1050,7500,0,0,3,1050,0,1900,2005
2340,3784,0,0,3,2340,0,2008,0
2210,7665,0,0,4,2210,0,1968,0
2920,5568,0,0,3,2320,600,1906,2014
3150,219978,0,0,4,3000,150,1990,0
3590,6402,0,0,3,3590,0,1999,0
1910,5000,0,0,3,1910,0,2005,0
3110,35235,0,0,4,3110,0,1983,0
2440,4750,0,0,3,1450,990,2006,0
1330,8400,0,0,3,1330,0,1962,2003
1460,22651,0,0,4,1460,0,1961,2001
3902,3880,0,4,4,2782,1120,1977,0
5180,17811,0,2,3,4070,1110,2001,0
1150,2064,0,0,3,1150,0,2004,2003
1920,10403,0,0,3,1370,550,1959,1989
2520,53143,0,0,3,2520,0,1988,2000
970,3400,0,0,3,970,0,1924,2011
2490,7666,0,0,4,1490,1000,1989,0
1680,8424,0,0,3,1680,0,1993,0
1150,4825,0,0,4,1150,0,1957,2001
1980,7931,0,0,4,1160,820,1983,0
2070,13084,0,0,4,1700,370,1967,0
5660,193593,0,0,3,4100,1560,2001,0
2420,10962,0,0,3,1530,890,1977,2004
2610,4781,0,0,3,2610,0,2009,0
2810,10840,0,2,4,2070,740,1994,0
1510,10384,0,0,2,1030,480,1976,0
1910,4800,0,0,3,1080,830,1959,1989
1700,51649,0,0,5,1700,0,1931,0
2020,10720,0,0,4,1420,600,1976,1992
2340,4206,0,0,5,1170,1170,1917,0
1463,868,0,0,3,1463,0,2003,0
1430,3840,0,0,3,950,480,1945,2010
1180,12324,0,0,3,800,380,1981,2013
4400,15580,0,0,3,3390,1010,2003,0
1610,6176,0,0,3,1610,0,1994,0
1480,14250,0,0,3,1480,0,1996,0
2670,10338,0,0,3,2670,0,1987,2000
1830,29110,0,0,3,1230,600,1990,2009
920,4095,0,0,4,920,0,1914,1945
1150,19200,0,0,4,1150,0,1908,0
1190,7408,0,0,3,830,360,1941,1994
4160,35654,0,0,3,2760,1400,1973,2013
2370,12753,0,0,3,2370,0,2001,0
1660,3800,0,0,3,1660,0,1926,2003
1480,8381,0,0,4,1480,0,1968,0
2390,6426,0,0,3,2390,0,1999,0
1690,1432,0,0,3,1360,330,2008,0
1010,7560,0,0,3,1010,0,1958,2004
3500,8547,0,0,3,2500,1000,1994,0
2330,7642,0,0,3,1800,530,1990,2009
1890,9450,0,0,3,1090,800,1957,2000
2000,6032,0,2,3,1300,700,1959,1989
1130,10650,0,0,3,1130,0,1954,2005
1670,9886,0,0,5,1670,0,1947,0
2600,5540,0,0,3,2600,0,2004,2003
1560,31299,0,0,4,1560,0,1965,0
1170,5360,0,0,3,1170,0,1919,2001
2100,4237,0,0,3,2100,0,2006,0
1710,11500,0,0,3,1210,500,1978,0
2420,5773,0,0,3,2420,0,2005,0
1370,4000,0,0,3,1370,0,1951,1994
2660,3900,0,0,4,1480,1180,1923,0
2260,3713,0,0,3,2260,0,2003,0
2070,4500,0,0,3,2070,0,2004,2003
4670,43950,0,0,3,4670,0,1989,0
1500,13500,0,0,4,1500,0,1968,0
2658,3960,0,0,3,2658,0,2014,0
2700,5150,0,0,3,2700,0,2007,0
1530,1245,0,0,3,1050,480,2014,0
1480,1485,0,0,3,1280,200,2007,0
1390,1080,0,0,3,1140,250,2006,0
1660,3990,0,0,3,1660,0,2009,0
2050,4185,0,0,3,2050,0,2011,0
1550,7740,0,0,3,1550,0,1954,2005
1900,8600,0,0,4,1900,0,1975,0
2820,6180,0,0,3,2050,770,2013,1923
1490,4080,0,0,3,930,560,1956,2001
1750,12500,0,0,3,1150,600,1954,2005
2040,6034,0,0,3,2040,0,1990,2009
1900,5000,0,0,3,1640,260,1926,2003
1910,12596,0,0,3,1340,570,1977,2004
1560,14333,0,0,4,1560,0,1953,1983
1470,6250,0,3,4,1070,400,1939,1989
2700,9994,0,3,4,1350,1350,1959,0
3450,11240,0,3,4,2430,1020,1960,2001
1970,9600,0,0,4,1300,670,1967,0
2670,12187,0,0,3,2670,0,1986,0
2550,13458,0,0,3,2550,0,1990,2009
1720,4011,0,0,4,1720,0,1904,0
4270,6002,0,3,3,3180,1090,2004,2003
2170,16600,1,2,3,1130,1040,1979,2014
2840,9354,0,0,3,2840,0,1990,2009
3270,50994,0,0,4,2720,550,1983,0
1480,7040,0,0,3,1480,0,1974,0
2440,8000,0,0,4,1240,1200,1972,0
2880,5750,0,0,5,1710,1170,1928,1970
1730,9610,0,0,3,1380,350,1962,2003
1260,4080,0,0,5,1260,0,1926,0
2230,9900,0,0,5,2230,0,1959,0
2460,16940,0,4,4,1930,530,1936,0
2050,94525,0,0,4,1250,800,1959,0
2030,2805,0,0,3,1720,310,2001,0
810,4800,0,0,3,810,0,1948,1994
1840,8100,0,0,4,920,920,1953,1983
1730,40250,0,0,4,1730,0,1983,0
2280,6815,0,0,3,2280,0,2002,0
2630,6326,0,0,3,2630,0,2008,0
2270,23900,0,0,3,1820,450,1975,0
1020,7020,0,0,4,1020,0,1953,1983
1990,2175,0,0,3,1680,310,2005,0
2680,15508,0,0,3,2680,0,1999,0
1980,3300,0,0,4,1140,840,1926,1993
2400,6975,0,0,3,2400,0,1993,0
780,5000,0,0,4,780,0,1943,0
980,5000,0,0,3,980,0,1940,1996
1210,103237,0,0,2,1210,0,1918,1960
4600,19831,0,3,3,2300,2300,1956,2013
1480,1961,0,0,3,1480,0,2005,0
1320,14250,0,0,4,1320,0,1954,1979
4400,18500,0,3,5,2250,2150,1963,0
3010,3600,0,0,3,2370,640,1999,0
2260,9568,0,0,3,1780,480,1985,0
1880,14653,0,0,3,1880,0,1978,0
1370,9900,0,0,4,1370,0,1983,0
2720,3800,0,0,5,1800,920,1919,1934
1740,5400,0,0,4,990,750,1946,1989
2560,5593,0,0,3,2560,0,2001,0
2690,5557,0,0,3,2690,0,2012,1912
3240,5562,0,0,3,3240,0,2013,1923
2430,4747,0,0,3,2430,0,2008,0
1405,1073,0,0,3,1140,265,2007,0
3030,7679,0,0,3,3030,0,2014,0
4150,8436,0,0,3,4150,0,2014,0
1730,2940,0,0,3,1730,0,1985,0
3820,53173,0,0,4,2040,1780,1974,0
3070,6432,0,0,3,3070,0,2006,0
1780,4169,0,0,3,1780,0,1994,0
1811,4381,0,0,3,1811,0,2007,0
2450,62290,0,0,3,2450,0,1976,0
2300,7398,0,0,3,2300,0,2001,0
1440,3225,0,0,3,960,480,1915,0
2370,9360,0,0,4,2370,0,1979,0
4420,7850,1,4,3,3150,1270,2001,0
1300,3550,0,0,3,1300,0,1927,2011
2870,4369,0,0,3,2090,780,2007,0
3400,7200,0,2,3,2470,930,2009,0
1410,5060,0,0,4,910,500,1956,0
1640,13500,0,0,3,1110,530,1940,1996
3190,7399,0,0,3,3190,0,2006,0
2380,13435,0,0,3,2380,0,1992,0
2260,4165,0,0,3,2260,0,2005,0
1240,8050,0,0,4,1240,0,1978,2000
4220,26784,0,0,3,2110,2110,1958,2006
4250,19387,0,2,4,3260,990,1972,0
1860,7963,0,0,3,1200,660,1963,2008
2850,10474,0,0,4,1730,1120,1954,1979
2470,36445,0,0,4,2470,0,1980,0
2210,8000,0,0,4,2210,0,1969,0
1920,7665,0,0,4,1500,420,1975,0
3150,7778,0,0,3,3150,0,2000,0
2700,7875,0,0,4,2700,0,1968,0
2190,7149,0,1,4,1240,950,1963,0
1380,951,0,0,3,1380,0,2006,0
2520,5753,0,0,4,1510,1010,1928,0
1300,8800,0,0,4,1300,0,1963,0
2220,6500,0,3,4,2220,0,1964,0
730,7528,0,0,3,730,0,1946,0
3300,15907,0,0,5,3300,0,1985,0
4130,112521,0,0,3,4130,0,1978,0
2670,47480,0,3,3,2670,0,1981,2013
1980,5909,0,0,3,1980,0,2003,0
740,5995,0,0,4,740,0,1949,1985
2050,3520,0,0,4,1070,980,1977,0
1230,7500,0,0,3,1230,0,1987,2000
1210,1420,0,0,3,1210,0,2008,0
1890,7200,0,0,4,1230,660,1973,0
1870,6275,0,0,3,1870,0,2003,0
1330,6301,0,0,3,1330,0,1998,2006
1590,35988,0,0,4,1590,0,1974,0
1710,10800,0,0,4,1710,0,1958,1972
1200,9000,0,2,5,1200,0,1917,0
1140,5100,0,0,3,1140,0,1942,1999
2240,8153,0,0,3,1120,1120,1948,1994
920,6600,0,0,3,920,0,1919,2003
800,5000,0,0,3,800,0,1906,2014
1980,11443,0,0,5,1980,0,1952,1998
2800,12831,0,0,3,2800,0,2001,0
1680,35127,0,0,3,1680,0,1987,2000
2330,9928,0,0,3,2330,0,1998,2006
2240,9886,0,0,4,2240,0,1965,0
2140,8925,0,0,3,2140,0,1991,0
2170,14024,0,0,3,2170,0,1992,0
1150,8686,0,0,4,1150,0,1963,0
2030,3905,0,0,4,1630,400,1926,1993
1350,11805,0,0,3,1350,0,1986,0
910,4635,0,0,4,910,0,1905,0
2700,5100,0,0,4,1440,1260,1968,0
3730,15029,0,2,3,2440,1290,1991,0
2740,16007,0,0,3,2740,0,1984,0
2050,5000,0,0,4,1370,680,1987,0
2390,4500,0,0,3,2390,0,1974,0
1990,7252,0,0,3,1270,720,1999,0
1300,21000,0,0,4,1300,0,1969,0
1330,8912,0,0,3,1330,0,1948,1994
1000,31505,0,0,3,1000,0,1960,2012
2190,14937,0,0,3,2190,0,1993,0
1380,3402,0,0,3,1380,0,1900,2000
2610,33206,0,0,3,2610,0,1988,2000
1060,1241,0,0,3,960,100,2008,0
710,1136,0,0,4,710,0,1943,0
2730,4800,0,0,5,2230,500,1909,1988
2470,131790,0,2,3,2470,0,1937,1999
1760,10780,0,0,3,1760,0,1977,2004
1530,3464,0,0,3,1530,0,1998,2006
1610,158558,0,0,2,1610,0,1948,0
1030,21712,0,0,4,1030,0,1938,0
2800,246114,0,0,3,2800,0,1999,0
1310,2550,0,0,3,780,530,1986,0
3160,34560,0,0,4,3160,0,1981,0
2500,8304,0,0,3,2500,0,1997,0
2070,5386,0,0,4,1140,930,1948,0
1980,9000,0,0,2,1480,500,1978,0
2590,7237,0,0,3,2590,0,2004,2003
1910,16320,0,0,3,1910,0,1934,1978
2630,10100,0,0,4,1580,1050,1967,0
2630,77972,0,0,3,2630,0,2004,2003
1960,4400,0,0,3,1960,0,2006,0
1440,45302,0,0,3,1440,0,1977,2004
2210,16200,0,0,3,1390,820,1958,2004
2350,63162,0,0,4,2350,0,1994,0
1590,13000,0,0,3,1590,0,1944,0
1500,1249,0,0,3,1240,260,2004,2003
1900,6224,0,0,3,1900,0,2005,0
2370,3692,0,0,3,2370,0,2013,1923
1720,1715,0,0,3,1240,480,2004,2003
2020,7560,0,0,4,2020,0,1960,2001
1340,1210,0,0,3,1120,220,2008,0
1800,2700,0,0,3,1800,0,2011,0
1480,1590,0,0,3,1150,330,2010,0
2750,7807,0,0,5,2250,500,1916,0
3760,28040,0,0,3,3760,0,1983,2009
2540,4694,0,0,3,2540,0,2005,0
1760,26055,0,0,3,920,840,1979,2014
3000,25341,0,0,3,3000,0,1995,0
1930,9643,0,0,4,1930,0,1992,0
3040,7000,0,0,3,3040,0,2001,0
860,3880,0,0,4,860,0,1916,0
1420,7650,0,0,4,1100,320,1984,0
2080,3880,0,0,5,1160,920,1954,0
1560,4200,0,0,3,1560,0,2003,0
1960,7133,0,0,3,1960,0,2002,0
1620,4500,0,0,4,1620,0,1926,1993
3670,10583,0,0,5,2060,1610,1952,1998
1930,8400,0,0,3,1030,900,1971,0
1290,1286,0,0,3,1290,0,2000,0
1970,15247,0,0,3,1450,520,1986,0
1540,6909,0,0,4,920,620,1955,2009
2180,3870,0,0,3,1020,1160,1900,2005
1490,224334,0,2,3,1490,0,1983,2009
2220,10275,0,0,3,1640,580,1980,0
2430,9133,0,0,4,1410,1020,1978,2000
1392,43710,0,0,4,1392,0,1978,2000
1120,2685,0,0,3,860,260,1939,1969
1390,10800,0,0,4,1390,0,1941,1998
2040,7281,0,0,3,1020,1020,1962,2003
2830,7500,0,0,3,2460,370,1923,1998
3020,8302,0,0,4,3020,0,1994,0
2290,14800,0,0,3,1620,670,1965,1993
1210,11100,0,0,4,1210,0,1955,2009
2510,6320,0,0,3,2510,0,1996,0
2320,4322,0,0,3,1140,1180,1910,2006
970,6600,0,0,3,970,0,1965,1993
1820,5500,0,0,4,1620,200,1957,2001
970,7742,0,0,4,970,0,1967,0
1740,3622,0,0,4,950,790,1924,0
1590,7560,0,0,3,1130,460,1984,0
1380,5000,0,0,3,870,510,1943,2002
1680,11123,0,0,3,1130,550,1959,1989
1220,3000,0,0,3,920,300,1926,2003
1651,18200,0,0,3,1651,0,1946,0
1330,9200,0,0,4,1330,0,1973,0
2940,4622,0,0,4,2230,710,1988,0
1410,1246,0,0,3,1410,0,2005,0
1100,3598,0,0,4,1100,0,1926,1993
1530,7200,0,0,3,1530,0,1975,0
5270,17232,0,1,3,4010,1260,1977,2003
2110,5150,0,0,5,1080,1030,1919,1934
1720,8750,0,0,3,860,860,1971,0
1800,5001,0,0,3,1800,0,1996,0
2210,9427,0,0,3,2210,0,1999,0
2560,9731,0,0,4,2560,0,1973,0
1010,7719,0,0,3,1010,0,1981,2013
3340,12248,0,1,3,2470,870,1998,2006
1740,11075,0,0,3,1740,0,1965,1993
1320,7200,0,0,5,1320,0,1975,0
1520,8625,0,0,3,1520,0,1976,0
2010,9480,0,0,3,1570,440,1951,1994
2440,3427,0,0,3,1990,450,2000,0
2550,20875,0,0,4,1610,940,1953,1983
1010,9450,0,0,4,1010,0,1959,0
1780,6771,0,0,3,1230,550,1990,2009
2180,4976,0,2,4,1680,500,1930,0
2750,7500,0,1,3,2150,600,1937,1997
3490,7024,0,0,3,3490,0,2006,0
2550,45254,0,0,3,2550,0,2001,0
1870,7189,0,0,3,1270,600,1959,1989
1150,8184,0,0,3,1150,0,1947,2012
2050,11856,0,0,3,1460,590,1962,2003
1940,6555,0,0,3,1940,0,1990,2009
3630,6000,0,0,3,2470,1160,2004,2003
1890,9100,0,0,4,1890,0,1952,0
1630,10375,0,0,5,1630,0,1968,0
2440,5000,0,0,3,1340,1100,1954,2005
3100,9825,0,2,4,3100,0,1950,1982
2090,6045,0,0,3,2090,0,2000,0
920,9812,0,0,4,920,0,1962,0
1580,5000,0,0,3,1580,0,1926,2003
1760,8400,0,0,4,1460,300,1960,2001
2530,7563,0,0,3,1440,1090,1978,0
2490,9714,0,0,4,1400,1090,1983,0
3870,35889,0,0,3,2530,1340,2001,0
2732,9500,0,2,4,1870,862,1975,0
3230,3825,0,0,3,2480,750,2014,0
2930,14980,0,3,3,2930,0,2013,1923
3510,9364,0,0,3,3510,0,2001,0
2580,3909,0,0,3,2580,0,2013,1923
1060,1208,0,0,3,940,120,2005,0
2790,8853,0,0,3,2790,0,2013,1923
2009,5000,0,0,3,2009,0,2014,0
2880,8364,0,0,3,2880,0,2006,0
710,1157,0,0,4,710,0,1943,0
2070,13241,0,0,5,1270,800,1910,0
1370,8336,0,0,5,1370,0,1964,0
1730,8400,0,0,4,1400,330,1980,0
1680,5000,0,0,3,980,700,1950,2005
1350,10096,0,2,4,1350,0,1952,0
1510,9078,0,0,4,1510,0,1959,0
1860,6607,0,0,3,1860,0,1989,0
3440,4500,0,0,3,3280,160,2007,0
4250,4400,0,0,4,3020,1230,1902,0
860,3874,0,0,4,860,0,1931,0
1640,4080,0,0,3,840,800,1921,2000
1295,1093,0,0,3,1105,190,2007,0
1790,27427,0,0,3,1130,660,1978,0
2210,6300,0,0,5,2210,0,1916,0
10040,37325,1,2,3,7680,2360,1940,2001
940,10368,0,0,3,940,0,1965,1993
1160,8906,0,0,3,1160,0,1962,2003
1990,3984,0,0,3,1990,0,2004,2003
1050,6300,0,0,3,1050,0,1942,1999
1030,5750,0,0,5,1030,0,1928,1970
1420,2581,0,0,3,1420,0,2004,2003
2690,4000,0,3,4,2120,570,1909,1989
3760,29224,0,0,3,3760,0,1987,2000
700,4700,0,0,5,700,0,1953,0
2100,5107,0,0,3,1410,690,1999,0
2240,27820,0,0,4,2240,0,1976,1992
3470,32109,0,0,3,3470,0,1995,0
3370,19585,0,0,3,3200,170,1951,1994
2790,230868,0,0,3,2790,0,1989,0
1870,4060,0,0,3,1870,0,2005,0
1520,15090,0,0,4,1520,0,1968,0
750,20339,0,0,4,550,200,1946,1989
1460,11407,0,0,3,1460,0,1954,2005
2600,7465,0,0,3,2600,0,1988,2000
3320,11901,0,0,5,2650,670,1977,0
2340,6000,0,0,4,2340,0,1922,0
890,7200,0,0,3,890,0,1951,1994
1720,5899,0,1,3,1220,500,1986,0
1270,1318,0,0,3,1080,190,2004,2003
2180,7203,0,0,4,2180,0,1989,0
2030,13500,0,0,3,1230,800,1963,2008
2490,17833,0,2,3,1490,1000,1979,2014
1470,5350,0,0,3,980,490,1955,2005
2500,7378,0,0,5,1390,1110,1948,1985
4500,21870,0,0,3,4500,0,2004,2003
1460,1592,0,0,3,1130,330,2006,0
620,8261,0,0,3,620,0,1939,1969
1550,3680,0,0,3,1050,500,1927,2011
1430,1002,0,0,3,1430,0,2002,0
1360,9760,0,0,5,1360,0,1984,0
2210,7557,0,0,3,2210,0,1989,0
2460,5100,0,0,5,1450,1010,1909,1988
2180,15693,0,0,4,1850,330,1979,0
1570,4875,0,0,4,1310,260,1977,0
4140,24190,0,0,3,4140,0,2002,0
1140,5500,0,0,4,1140,0,1908,0
8670,64033,0,4,3,6120,2550,1965,2003
800,15000,0,0,3,800,0,1927,2011
2414,7693,0,0,3,2414,0,2006,0
1160,8813,0,0,3,1160,0,1952,2008
3170,10688,0,2,3,3170,0,2001,0
4210,17258,0,3,3,4210,0,1995,0
2060,4437,0,0,3,1030,1030,1929,0
1640,7201,0,0,3,1640,0,1948,1994
720,6686,0,0,3,720,0,1942,1999
1860,4736,0,0,1,1860,0,1901,0
2810,10986,0,0,3,2810,0,1997,0
2090,9702,0,0,5,1320,770,1965,0
3280,6181,0,0,3,3280,0,2001,0
2090,3610,0,0,5,1790,300,1927,0
2430,14607,0,1,3,1230,1200,1949,1970
2520,49222,0,0,4,2520,0,1978,2000
2510,4125,0,3,5,1590,920,1925,0
3370,6675,0,3,4,1920,1450,1948,0
1640,5280,0,0,5,1640,0,1910,0
2250,7294,0,0,3,2250,0,1994,0
2300,19250,0,0,4,2300,0,1955,2009
1650,2262,0,0,3,1650,0,2010,0
710,1131,0,0,4,710,0,1943,0
2550,8698,0,0,3,2550,0,2007,0
982,846,0,0,3,806,176,2006,0
1630,2520,0,0,3,1630,0,2005,0
2550,4500,0,0,3,2550,0,2009,0
1240,2150,0,0,3,1240,0,2014,0
2456,7566,0,0,3,2456,0,2012,1912
3200,20158,0,0,3,1600,1600,1965,1993
3950,111078,0,0,3,2460,1490,1989,0
2180,7297,0,0,3,2180,0,1984,0
3140,9225,0,2,5,1770,1370,1966,0
4030,10800,0,0,3,4030,0,2006,0
1970,7972,0,3,5,1370,600,1976,0
1940,7642,0,0,3,1940,0,1957,2000
4860,9453,0,1,5,3100,1760,1905,0
3064,4764,0,2,3,3064,0,1990,2009
970,5665,0,0,4,970,0,1908,0
2460,44431,0,0,4,2460,0,1957,2001
3010,6100,0,0,3,3010,0,2005,0
2460,6600,0,2,4,1370,1090,1952,0
2080,11375,0,0,3,2080,0,2002,0
3960,7012,0,0,3,3960,0,2005,0
2490,8124,0,0,3,2490,0,2001,0
2060,6000,0,0,3,2060,0,1903,2005
1330,15678,0,0,3,900,430,1984,0
1600,19200,0,0,4,1600,0,1967,0
820,10450,0,0,4,820,0,1965,0
1200,7680,0,0,3,1200,0,1968,1997
1050,5664,0,0,4,910,140,1947,1988
1910,1501,0,0,3,1530,380,2007,0
1800,6000,0,0,5,900,900,1950,0
2060,8640,0,0,4,2060,0,1966,0
1840,9697,0,0,4,1500,340,1985,0
1250,1103,0,2,3,1250,0,2005,0
1510,4032,0,0,3,1310,200,1935,1974
2300,4600,0,0,4,1340,960,1904,0
1490,7560,0,0,3,1490,0,1966,1963
2820,4608,0,0,3,1450,1370,1967,2011
1130,7840,0,0,4,1130,0,1970,0
3200,7500,0,1,5,1860,1340,1948,1985
1510,5000,0,0,3,1510,0,1909,2004
1970,7500,0,0,3,1970,0,1988,2000
1210,5750,0,0,4,1210,0,1910,0
3280,27441,0,0,3,3280,0,1996,0
2420,17859,0,1,5,1500,920,1979,0
2460,6846,0,0,5,1340,1120,1911,1984
1180,11862,0,0,4,1180,0,1948,0
1900,6400,0,0,5,1410,490,1942,0
1651,1779,0,0,3,1341,310,2008,0
2130,11843,0,0,4,2130,0,1972,0
1430,3000,0,0,3,1300,130,1929,0
5730,44947,0,4,3,4280,1450,1991,0
1910,9244,0,0,4,1910,0,1963,0
2110,11250,0,0,4,2110,0,1961,2001
1630,3780,0,0,4,890,740,1940,2001
2470,35073,0,0,3,2470,0,1989,0
2640,31941,0,0,4,2640,0,1986,0
2990,7420,0,0,3,2990,0,1996,0
2120,9736,0,0,3,2120,0,1988,2000
2050,6420,0,3,3,1730,320,1956,2001
1880,5000,0,0,3,1100,780,1997,0
2790,12523,1,4,4,1600,1190,1977,0
3000,7500,0,0,3,3000,0,1937,1994
2140,7245,0,0,3,2140,0,2003,0
1769,9300,0,0,4,1769,0,1955,2009
1710,6556,0,0,4,1200,510,1926,1993
420,6720,0,0,3,420,0,1922,2008
3270,35445,0,0,3,3270,0,1989,0
2370,10858,0,0,3,2370,0,2003,0
1770,5855,0,0,3,1770,0,2003,0
2210,8465,0,0,3,1490,720,1990,2009
1710,4140,0,0,3,1710,0,2004,2003
2710,4750,0,0,4,1460,1250,1919,1985
2340,2970,0,0,5,2160,180,1925,0
1220,17172,0,0,4,1220,0,1947,1988
1060,9525,0,0,3,1060,0,1966,1963
910,9869,0,0,3,910,0,1957,2000
1880,3880,0,0,4,1090,790,1944,0
1870,5200,0,0,4,1200,670,1937,0
1480,5400,0,0,4,1480,0,1914,1945
1880,7000,0,0,3,1880,0,1993,0
1890,6000,0,0,4,1110,780,1947,1988
1560,7392,0,0,5,1030,530,1972,0
1070,1200,0,0,3,1070,0,1999,0
4410,14380,0,0,3,4410,0,2006,0
1470,1235,0,0,3,1180,290,2008,0
2570,3600,0,0,3,2570,0,2007,0
1170,1011,0,0,3,1170,0,2009,0
2320,4960,0,0,5,1720,600,1926,0
2440,9600,0,0,5,2440,0,1961,0
4120,22370,0,0,3,4120,0,1997,0
1440,5680,0,0,4,1440,0,1978,2000
1340,11070,0,0,4,1340,0,1978,2000
3010,4360,0,0,3,2000,1010,2014,0
1840,8601,0,0,3,920,920,1905,2014
930,7550,0,0,3,930,0,1986,0
4070,115434,0,0,3,4070,0,2002,0
1820,9545,0,0,3,1230,590,1976,0
1280,8184,0,0,4,1280,0,1947,1988
900,4600,0,0,3,900,0,1951,1994
1980,13503,0,2,4,1320,660,1952,0
2010,7575,0,0,3,1220,790,1974,0
2750,4800,0,0,3,1960,790,1905,2005
3140,10875,0,1,3,1940,1200,1939,1969
4200,5800,0,0,4,2910,1290,1906,1990
1900,8540,0,0,3,950,950,1980,0
1830,3000,0,0,3,1430,400,1926,2003
3320,23760,0,0,4,2190,1130,1975,0
2700,10814,0,0,4,1560,1140,1966,0
1290,6566,0,0,5,1290,0,1976,0
1500,8173,0,0,3,1500,0,1997,0
3650,48351,0,0,4,3650,0,1978,2000
1270,6405,0,0,3,1270,0,1944,0
2630,39000,0,0,3,2630,0,1979,2014
1800,26615,0,0,5,1240,560,1987,0
1870,2807,0,0,4,1580,290,1927,0
2540,6365,0,0,3,1870,670,2000,0
1930,8660,0,0,3,1120,810,1981,2013
2770,13500,0,0,3,2770,0,1974,0
2220,5338,0,0,3,2220,0,2001,0
1650,9957,0,0,4,1100,550,1961,2001
3670,54450,0,0,3,3670,0,1999,0
3770,35081,0,0,3,3770,0,1989,0
2350,20820,0,0,4,1800,550,1978,2000
1210,5240,0,0,4,610,600,1983,0
2010,7972,0,0,4,2010,0,1989,0
1580,6065,0,0,3,1580,0,1985,0
710,7200,0,0,3,710,0,1943,2002
1910,5040,0,0,3,1910,0,1971,0
1880,7965,0,0,3,1880,0,2000,0
2280,641203,0,0,3,2280,0,1990,2009
3100,10014,0,2,4,1660,1440,1973,0
2350,4000,0,0,3,2350,0,1993,0
1850,6869,0,2,5,1100,750,1919,1934
2070,8337,0,0,3,2070,0,1997,0
2020,7070,0,0,5,1010,1010,1958,0
1580,12177,0,0,3,1200,380,1981,2013
2690,7947,0,0,3,2690,0,1993,0
2420,10285,0,4,3,1700,720,1958,2004
2540,6660,0,3,4,2340,200,1954,1979
1150,30184,0,0,3,1150,0,1950,2005
3210,12000,0,0,4,1830,1380,1968,0
2040,4627,0,0,3,2040,0,1992,0
1920,4833,0,0,4,1060,860,1921,0
1900,10588,0,0,5,1900,0,1958,0
